Titulo_original;Titulo_encontrado;Fuente;Sinopsis;Poster_URL;Generos;Puntuacion;Episodios;URL_Externa;Backdrop_URL;Temporadas_Detalle;Reparto;Reparto_Fotos;Equipo;Recomendaciones;Trailer_URL
Kaoru Hana wa Rin to Saku;Kaoru Hana wa Rin to Saku;Jikan (MyAnimeList);Kaoru Hana, una estudiante seria y dedicada, comparte una clase con el popular y despreocupado Rin Tsutsui. Los dos comienzan a estudiar juntos y desarrollan una relación que mezcla la determinación académica de ella con la calidez emocional de él, explorando el romance adolescente con ternura.;https://cdn.myanimelist.net/images/anime/1744/150433l.jpg;Drama, Romance;8.51;13.0;https://myanimelist.net/anime/59845/Kaoru_Hana_wa_Rin_to_Saku;https://image.tmdb.org/t/p/original/dl3pdT1NZiqRM4aDBwsD2TtO8x9.jpg;T1:13;Yoshinori Nakayama (Rintaro Tsumugi (voice)), Honoka Inoue (Kaoruko Waguri (voice));https://image.tmdb.org/t/p/w185/4yDNgdPPEmy8YDaYuZzRcdxLp5G.jpg, https://image.tmdb.org/t/p/w185/eZHNcyvGvFm8FyUMa0WnW2yrYMx.jpg;;Honey Lemon Soda, Yagate Kimi ni Naru, Bokura Ga Ita, Just Because!, True Tears;https://www.youtube.com/watch?v=1FcVJxxPWh4
Karakuri Circus (TV);Karakuri Circus;Jikan (MyAnimeList);Narumi Katou, un huérfano criado en el circo, descubre la verdad sobre la misteriosa muerte de su maestro titiritero. La investigación lo lleva a los oscuros secretos del mundo del circo Karakuri, donde los títeres mecánicos tienen poderes sobrenaturales y los conflictos entre familias circenses guardan secretos mortales.;https://cdn.myanimelist.net/images/anime/1518/110450l.jpg;Action, Adventure, Drama, Mystery;7.18;36.0;https://myanimelist.net/anime/37447/Karakuri_Circus;https://image.tmdb.org/t/p/original/hhlcTHAaRdwCcr9UbGt1c7airxU.jpg;T1:36;Chihiro Ueda (Masaru Saiga), Rikiya Koyama (Narumi Katou), Megumi Hayashibara (Shirogane Saigazaki), Romi Park (Lucille Berneuil), Masahiko Tanaka (Shōji Saiga), Akio Otsuka (Zenji Saiga);https://image.tmdb.org/t/p/w185/vPVTSLPEHb9qkbNq6uDWAKYY39q.jpg, https://image.tmdb.org/t/p/w185/hsZm87BORLpzhaycBaWOD5xpjVC.jpg, https://image.tmdb.org/t/p/w185/3Alm4pmBIxpeeh0Sdippxdbkpne.jpg, https://image.tmdb.org/t/p/w185/fl9vyA3HEkOyTiZBJBhAR3OSmrO.jpg, https://image.tmdb.org/t/p/w185/ozi2h5bDv82EkYLJYSazrO3dzjh.jpg, https://image.tmdb.org/t/p/w185/uH9oiqOOgrsz2zNnouVZ1qPzDyb.jpg;Creador: Kazuhiro Fujita;Tokyo Ghoul, JoJo's Bizarre Adventure, Gangsta., Tougen Anki, Berserk: La Edad de Oro - Memorial Edition;
Karasu wa Aruji wo Erabanai;Karasu wa Aruji wo Erabanai;Jikan (MyAnimeList);En el palacio imperial, la joven oficial Usuhi sirve como escritora de poemas para las consejeras del emperador. Cuando una misteriosa presencia comienza a acechar el palacio, Usuhi descubre que el cuervo negro conocido como Abe no Raven está íntimamente ligado a los secretos de la corte y al destino del imperio.;https://cdn.myanimelist.net/images/anime/1084/142685l.jpg;Drama, Fantasy;8.05;20.0;https://myanimelist.net/anime/56980/Karasu_wa_Aruji_wo_Erabanai;https://image.tmdb.org/t/p/original/kv2bTCFllGzwaxy0ZVdOGPOxfWY.jpg;T1:20;Mutsumi Tamura (Yukiya (voice)), Miyu Irino (Imperial Prince (voice)), Rina Honnizumi (Asebi (voice)), Hiroki Nanami (Hamayū (voice)), Ayaka Fukuhara (Masuho no Susuki (voice)), Rie Kugimiya (Shiratama (voice));https://image.tmdb.org/t/p/w185/uvbBIRiBK6GDLEESiYSFWOVlaE4.jpg, https://image.tmdb.org/t/p/w185/8qEEhHUObNvGQr4e6eqLu5z4qTz.jpg, https://image.tmdb.org/t/p/w185/5p8wWjqrBHTkOPC5txO1eUXRBRY.jpg, https://image.tmdb.org/t/p/w185/cYv0PhYlalvEJybQGAhDv9XKlii.jpg, https://image.tmdb.org/t/p/w185/ldfOv94R1qdPO9404cfu6bogqmj.jpg, https://image.tmdb.org/t/p/w185/xHonhNFpTpz9zCVXLAF7D4OuHLv.jpg;;"Occultic;Nine, The Holy Grail of Eris, Gankutsuou: El conde de Montecristo, ACCA: 13-ku Kansatsu-ka, Slayers";https://www.youtube.com/watch?v=x-L6oSJ9m3g
Katainaka no Ossan, Kensei ni Naru;Katainaka no Ossan, Kensei ni Naru;Jikan (MyAnimeList);Un hombre mayor y ordinario de un pueblo rural de Japón es reencarnado en un mundo de fantasía y decide convertirse en el mejor espadachín que jamás ha existido. A pesar de comenzar desde cero con un cuerpo nuevo, su experiencia de vida y su mentalidad madura le dan ventajas inesperadas sobre los jóvenes guerreros.;https://cdn.myanimelist.net/images/anime/1069/148148l.jpg;Action, Fantasy;6.96;12.0;https://myanimelist.net/anime/59452/Katainaka_no_Ossan_Kensei_ni_Naru;https://image.tmdb.org/t/p/original/sEagMcuLL3beaHc3ToiZicMuYSb.jpg;T1:12|T2:2;Hiroaki Hirata (Beryl Gardenant (voice));https://image.tmdb.org/t/p/w185/mMWEdlssJm3TVuXW4Wb7pQeX20Z.jpg;;"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken Nitsuite, Gakusen Toshi Asterisk, Rakudai Kishi no Cavalry, Ichiban Ushiro no Daimaou, Masou Gakuen HxH";https://www.youtube.com/watch?v=1TJe7HgWiL0
Katekyo Hitman Reborn!;Katekyo Hitman Reborn!;TMDB;Tsuna es un estudiante de instituto bastante tímido y que es un fracaso en absolutamente todo: los estudios, los deportes y socializando con los demás. Pero todo cambia de repente cuando ante Tsuna aparece un bebé que dice llamarse Reborn y ser un Tutor Mafioso enviado por la Familia Vongola, una poderosa Familia de la mafia italiana. Reborn acude a Tsuna para entrenarlo como ¡el décimo jefe de los Vongola!;https://image.tmdb.org/t/p/original/6x7mx9f3ufHCC3pNgMoMnzVo3jw.jpg;Animación, Comedia, Action & Adventure;8.2;203.0;https://www.themoviedb.org/tv/45857;https://image.tmdb.org/t/p/original/3wztM15Bq7TX3Kc8IzApqsOQQjK.jpg;T1:33|T2:32|T3:8|T4:68|T5:13|T6:23|T7:12|T8:14;國分優香里 (Tsunayoshi Sawada (voice)), ニーコ (Reborn (voice)), Takashi Kondo (Kyoya Hibari (voice)), Toshinobu Iida (Mukuro Rokudo (voice)), Kenjiro Tsuda (Adult Lambo (voice)), Yuka Terasaki (Basil (voice));https://image.tmdb.org/t/p/w185/62oCBhq366fTpsOojdOW01QGs75.jpg, https://image.tmdb.org/t/p/w185/pSZhnghRr7k8WOiOUaCCGyorzWg.jpg, https://image.tmdb.org/t/p/w185/9KRXSp1m4fofxJKtoEzsYFnai46.jpg, https://image.tmdb.org/t/p/w185/ycMjrKbKrP7FDlvI0GBpcZ8iOq7.jpg, https://image.tmdb.org/t/p/w185/yBlT8FzQqZYbDcJlnCEayNQHrzS.jpg, https://image.tmdb.org/t/p/w185/hMorHtbCmbDkznBr6P71qHk2rSL.jpg;Director: Kenichi Imaizumi;Dokyuu Hentai HxEros, Samurai Champloo, Maken-Ki!, Fantasy Bishoujo Juniku Oji-san to, ReLIFE;
Kekkai Sensen;Kekkai Sensen;Jikan (MyAnimeList);En un Nueva York alternativo donde diferentes mundos se solapan, el fotógrafo Leo Watch posee el ojo que todo lo ve, capaz de percibir cosas que ningún humano normal puede. Se une a la organización Libra, que mantiene el equilibrio entre el mundo humano y el otro mundo en una ciudad caótica y vibrante.;https://cdn.myanimelist.net/images/anime/1449/142053l.jpg;Action, Fantasy;7.59;12.0;https://myanimelist.net/anime/24439/Kekkai_Sensen;https://image.tmdb.org/t/p/original/m8b52XWf1jO11Aeaz5vPpAgeqZp.jpg;T1:12|T2:12;Kazuya Nakai (Zapp Renfro), Rikiya Koyama (Klaus von Reinherz), Daisuke Sakaguchi (Leonardo Watch), Rie Kugimiya (Black), Akio Otsuka (Blitz T. Abrams), Yu Kobayashi (Chain Sumeragi);https://image.tmdb.org/t/p/w185/cOHSa0FBrG3u9P6g8A56sInkvod.jpg, https://image.tmdb.org/t/p/w185/hsZm87BORLpzhaycBaWOD5xpjVC.jpg, https://image.tmdb.org/t/p/w185/cP9lnoYSCyIpSlUkZN4k6RoD7fF.jpg, https://image.tmdb.org/t/p/w185/xHonhNFpTpz9zCVXLAF7D4OuHLv.jpg, https://image.tmdb.org/t/p/w185/uH9oiqOOgrsz2zNnouVZ1qPzDyb.jpg, https://image.tmdb.org/t/p/w185/p3OKrnliz2C8ub14Pn5pN3T8Q9B.jpg;;Gatchaman Crowds, Ranger Reject, InuYasha, Dragon Ball Z, Black Clover;https://www.youtube.com/watch?v=aMe0J7c8uOU
Kemono Jihen;Kemono Jihen;TMDB;Cuando una serie de cuerpos de animales que se pudren en una sola noche comienza a aparecer en un remoto pueblo de una montaña, Inugami, un detective de Tokio que se especializa en el ocultismo, comienza su investigación.  Mientras trabaja en el caso, se hace amigo de un chico que trabaja en el campo en vez de asistir a la escuela. Rechazado por sus compañeros y apodado ?Dorota-bou? por un yokai que vive en la tierra, ayuda a Inugami a resolver el misterio detrás de las muertes, pero las fuerzas sobrenaturales están presentes allí, y el apodo ?Dorota-bou? podría no ser tan equivocado?;https://image.tmdb.org/t/p/original/1ON3UrcmyECZAMug7htkszoNoMC.jpg;Animación, Misterio, Action & Adventure, Sci-Fi & Fantasy;7.607;12.0;https://www.themoviedb.org/tv/100022;https://image.tmdb.org/t/p/original/jQfH20FEhvZpnbTGpZbWPOzfAZd.jpg;T1:12;Natsumi Fujiwara (Kabane Kusaka (voice)), Junichi Suwabe (Kohachi Inugami (voice)), Ayumu Murase (Akira (voice)), Natsuki Hanae (Shiki Tademaru (voice));https://image.tmdb.org/t/p/w185/9B9NICRp2li1SA3VF7vyIAxQ0x9.jpg, https://image.tmdb.org/t/p/w185/4S7c3n3r07A83HvkLrnWZGVhiHg.jpg, https://image.tmdb.org/t/p/w185/3aGM6KpcCIEKOXP9510tzaKc8uw.jpg, https://image.tmdb.org/t/p/w185/alTb0DlcPIbcwM08WSmxFai58sd.jpg;;Paranoia Agent, Kindaichi Shounen no Jikenbo, Dark Gathering, ID:Invaded, Undead Murder Farce;https://www.youtube.com/watch?v=kK06OmMYgKU
Kengan Ashura;Kengan Ashura;Jikan (MyAnimeList);En el mundo de los negocios japonés, las disputas comerciales se resuelven mediante combates de artes marciales en el ring de Kengan. Ohma Tokita, un misterioso luchador sin pasado conocido, es contratado para representar a la compañía Nogi mientras busca al hombre detrás de sus habilidades y su oscuro pasado.;https://cdn.myanimelist.net/images/anime/1421/100770l.jpg;Action;7.44;12.0;https://myanimelist.net/anime/36903/Kengan_Ashura;https://image.tmdb.org/t/p/original/wJtrctuWTKgIi45zLw9tTjWQFY3.jpg;T1:24|T2:28;Tatsuhisa Suzuki (Tokita Ohma (voice));https://image.tmdb.org/t/p/w185/foytL2OreKzQcTNftz2qMgClKKg.jpg;;Baki Hanma, Baki, Baki-Dou: El samurái invencible, JoJo's Bizarre Adventure, The God of High School;https://www.youtube.com/watch?v=THK-VDKxvgI
Kenja no Mago;Kenja no Mago;Jikan (MyAnimeList);Shin Walford, nieto del mago más poderoso del mundo, ha sido criado por su abuelo en el bosque sin contacto con la sociedad. Al ingresar a la academia de magia para relacionarse con personas de su edad, descubre que sus habilidades, consideradas normales por él, superan con creces a las de cualquier otro mago.;https://cdn.myanimelist.net/images/anime/1261/100452l.jpg;Action, Comedy, Fantasy, Romance;6.61;12.0;https://myanimelist.net/anime/36407/Kenja_no_Mago;https://image.tmdb.org/t/p/original/dflKTqHxzT0QWrTxjYOghsfQ0R1.jpg;T1:12;Yusuke Kobayashi (Shin Wolford (voice)), Shohei Komatsu (August von Earlshide (voice)), Rina Honnizumi (Sicily von Claude (voice)), Yuuki Wakai (Maria von Messina (voice)), Yūsaku Yara (Merlin Walford (voice)), 高島雅羅 (Melinda Bowen (voice));https://image.tmdb.org/t/p/w185/y4ukKDSobZJNuB4H3k89hkrKCDC.jpg, https://image.tmdb.org/t/p/w185/quFQzZn6p2IbKAmNoDs6woDCJOF.jpg, https://image.tmdb.org/t/p/w185/5p8wWjqrBHTkOPC5txO1eUXRBRY.jpg, https://image.tmdb.org/t/p/w185/29AGgDOC08B5Y0qKsb4Ij4P6uGT.jpg, https://image.tmdb.org/t/p/w185/73cpMM1uWJiiZ1u4BymUQmTb22j.jpg, https://image.tmdb.org/t/p/w185/5L0kzTVITmOQdQ94NhicKM8ecCX.jpg;;The Demon Sword Master of Excalibur Academy, Mahouka Koukou no Rettousei, Mahoutsukai Reimeiki, The Misfit of Demon King Academy, MASHLE: MAGIC AND MUSCLES;https://www.youtube.com/watch?v=gy-78Y-chds
Kijin Gentoushou;Kijin Gentoushou;Jikan (MyAnimeList);En Japón, existen linajes que portan la sangre de criaturas sobrenaturales llamadas Kijin. La serie sigue a jóvenes portadores de esta sangre mientras navegan tanto el mundo cotidiano como el sobrenatural, enfrentando amenazas antiguas que buscan usar el poder de los Kijin para sus propios fines oscuros.;https://cdn.myanimelist.net/images/anime/1722/148906l.jpg;Action, Adventure, Fantasy;7.28;24.0;https://myanimelist.net/anime/49778/Kijin_Gentoushou;https://image.tmdb.org/t/p/original/7ylrebWFQZAHOW1TMGdhp9AfRp1.jpg;T1:24;Taku Yashiro (Jinta (voice)), Reina Ueda (Suzune (voice)), Saori Hayami (Shirayuki (voice)), Hiroshi Shirokuma (Assimilation Demon (voice)), 近藤唯 (Clairvoyant Demon (voice));https://image.tmdb.org/t/p/w185/eVdB6myaNJ4h38UU9hHHlsaCWHn.jpg, https://image.tmdb.org/t/p/w185/2WV61uVU7y6XGYqNHLMpP0sApdu.jpg, https://image.tmdb.org/t/p/w185/gLv9lO7dlUbIsmyJUvgegqAAXki.jpg, https://image.tmdb.org/t/p/w185/bzSNLbRYd4vd7EZqkcjRH5Z1byP.jpg, https://image.tmdb.org/t/p/w185/bvy6JggNHSeVhwJ38D82iYE8XjM.jpg;;Hell's Paradise, Los apuntes de Vanitas, La espada del inmortal, Heike Monogatari, Air;https://www.youtube.com/watch?v=rZ_7pZMeprM
Killing Bites;Killing Bites;Jikan (MyAnimeList);En un futuro donde humanos y animales han sido mezclados genéticamente para crear híbridos llamados Therianthropes, se organizan combates ilegales entre ellos. Hitomi, una estudiante de preparatoria, descubre que es un rarísimo híbrido tejón de miel, el animal más resistente del mundo, y es forzada a participar en estas peleas.;https://cdn.myanimelist.net/images/anime/13/90087l.jpg;Action, Sci-Fi, Ecchi;6.55;12.0;https://myanimelist.net/anime/34964/Killing_Bites;https://image.tmdb.org/t/p/original/cRyGHTfK2J3GFMxsiI6eLbe9mu1.jpg;T1:12;Maaya Uchida (Eruza Nakanishi (voice)), Wataru Hatano (Yuuya Nomoto (voice)), Sora Amamiya (Hitomi Uzaki (voice)), Sumire Uesaka (Ui Inaba (voice)), Yuichi Nakamura (Taiga Nakanishi (voice));https://image.tmdb.org/t/p/w185/lrcxZXkIgHU55dMs8C4DKkUohqJ.jpg, https://image.tmdb.org/t/p/w185/i1meHlOXLP2ubJZkmyGJONrxikQ.jpg, https://image.tmdb.org/t/p/w185/4ZZcdFH4QgbIC8AeJ3BLG1ue7G5.jpg, https://image.tmdb.org/t/p/w185/AbouCe2WVBHvMlBm9NnG7GHyJpa.jpg, https://image.tmdb.org/t/p/w185/wb8behVKjBHX9XXrEydvNINCYwH.jpg;;BTOOOM!, Baki Hanma, Queen's Blade, Baki, Mirai Nikki;https://www.youtube.com/watch?v=e61w70E8UUw
Kimetsu no Yaiba;Kimetsu no Yaiba;Jikan (MyAnimeList);Tanjiro Kamado regresa a casa para encontrar a su familia masacrada por un demonio, con solo su hermana Nezuko sobreviviente pero transformada en demonio. Tanjiro se convierte en un Cazador de Demonios para encontrar una cura para Nezuko y vengarse de Muzan Kibutsuji, el demonio original responsable de la tragedia.;https://cdn.myanimelist.net/images/anime/1286/99889l.jpg;Action, Award Winning, Supernatural;8.4;26.0;https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba;https://image.tmdb.org/t/p/original/3GQKYh6Trm8pxd2AypovoYQf4Ay.jpg;T1:26|T2:7|T3:11|T4:11|T5:8;Natsuki Hanae (Tanjirō Kamado (voice)), Akari Kito (Nezuko Kamado (voice)), Hiro Shimono (Zenitsu Agatsuma (voice)), Yoshitsugu Matsuoka (Inosuke Hashibira (voice));https://image.tmdb.org/t/p/w185/alTb0DlcPIbcwM08WSmxFai58sd.jpg, https://image.tmdb.org/t/p/w185/AoRQOZRC0yINB0WeKnM569rV1wF.jpg, https://image.tmdb.org/t/p/w185/yrSDcgFefHtWkFmLnTrcw2t0MV.jpg, https://image.tmdb.org/t/p/w185/ugDwdWEXnmv43jcbnfAi4XwiQ8C.jpg;;Seirei Gensouki, The Rising of the Shield Hero, That Time I Got Reincarnated as a Slime, Air, El rey demonio más fuerte renace como aldeano A;https://www.youtube.com/watch?v=SWAMTXfqer0
Seraph of the end;Owari no Seraph;2015 - 2015;La historia tiene lugar en un mundo donde un virus ha asolado a toda la humanidad a excepción de los niños, que fueron esclavizados por vampiros. El protagonista es Yuichiro Hyakuya, un esclavo humano que sueña con hacerse lo suficientemente fuerte como para matar a todos los vampiros.;https://image.tmdb.org/t/p/original/jP569pDgvwX3MeZPXUnmteYA2oZ.jpg;Animación, Action & Adventure, Sci-Fi & Fantasy;7.843;24;;https://image.tmdb.org/t/p/original/yz9fEOBPG5Ks3uPzPyFetQpR6QX.jpg;T1:12|T2:12;Miyu Irino (Yuichiro Hyakuya (voice)), Kensho Ono (Mikaela Hyakuya (voice)), Yuichi Nakamura (Guren Ichinose (voice)), Takahiro Sakurai (Ferid Bathory (voice)), Saori Hayami (Shinoa Hiragi (voice)), Nobuhiko Okamoto (Yoichi Saotome (voice));https://image.tmdb.org/t/p/w185/8qEEhHUObNvGQr4e6eqLu5z4qTz.jpg, https://image.tmdb.org/t/p/w185/wUYJ3HIeygHfh4rAqupE4RPoG3W.jpg, https://image.tmdb.org/t/p/w185/wb8behVKjBHX9XXrEydvNINCYwH.jpg, https://image.tmdb.org/t/p/w185/8s8owcKmpRAuhzEGjSdRpztthUg.jpg, https://image.tmdb.org/t/p/w185/gLv9lO7dlUbIsmyJUvgegqAAXki.jpg, https://image.tmdb.org/t/p/w185/7s1K2yQVF5iIWILaOfG7QrMZkXA.jpg;;JoJo's Bizarre Adventure, Los apuntes de Vanitas, Espíritus del Inframundo, Strike the Blood, Mars Red;https://www.youtube.com/watch?v=v9fqDbn1Bbk
Kimi wa Meido-sama;Kimi wa Meido-sama.;Jikan (MyAnimeList);Misaki Ayuzawa es la primera presidenta femenina del consejo estudiantil de su instituto, conocida por su mano de hierro con los estudiantes problemáticos. Su imagen de chica perfecta peligra cuando el popular estudiante Takumi Usui descubre que trabaja en secreto en un café maid para sostener a su familia.;https://cdn.myanimelist.net/images/anime/1909/144684l.jpg;Comedy, Romance;7.06;12.0;https://myanimelist.net/anime/57611/Kimi_wa_Meido-sama;https://image.tmdb.org/t/p/original/2a1rAVKMJUXuAIv8cga0kTAXjzM.jpg;T1:12;Toshiki Kumagai (Hitoyoshi Yokoya (voice)), Reina Ueda (Yuki (voice)), Eriko Matsui (Agemochitarō (voice)), Hikaru Iida (Riko Yokoya (voice)), Lynn (Grace (voice)), Konomi Inagaki (Naka Hikage (voice));https://image.tmdb.org/t/p/w185/2Io1DhrsoYfiVSZzjF0u59JyyDm.jpg, https://image.tmdb.org/t/p/w185/2WV61uVU7y6XGYqNHLMpP0sApdu.jpg, https://image.tmdb.org/t/p/w185/atMgu6hwHQisLA2tK8aVmevZYh6.jpg, https://image.tmdb.org/t/p/w185/jwy5HpVGSIiwnRX2m9hR32KPVBy.jpg, https://image.tmdb.org/t/p/w185/eJ2NqgzpnzNbT6Nt9EpDfzqNeZM.jpg, https://image.tmdb.org/t/p/w185/qYizWDjykF0j5foMvKGYyRta037.jpg;;Kaichou wa Maid-sama!, Kawaii dake ja Nai Shikimori-san, Marriagetoxin, Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san, Giji Harem;https://www.youtube.com/watch?v=i0Vu4OG4ULs
Kingdom;Kingdom;Jikan (MyAnimeList);En la China de los Reinos Combatientes, el ex esclavo Shin sueña con convertirse en el general más grande de la historia. Sirve al joven rey Ying Zheng que busca unificar a los siete reinos bajo una sola bandera en guerras épicas que cambian el curso de la historia china.;https://cdn.myanimelist.net/images/anime/13/39511l.jpg;Action;7.87;38.0;https://myanimelist.net/anime/12031/Kingdom;https://image.tmdb.org/t/p/original/5CGM0vQpq0QBcslUXqoo0unlGPZ.jpg;T1:38|T2:39|T3:26|T4:26|T5:13|T6:13;Masakazu Morita (Li Xin (voice)), Jun Fukuyama (Ei Sei (voice)), Rie Kugimiya (Karyou Ten (voice)), Yoko Hikasa (Kyoukai (voice)), Yoshimasa Hosoya (Wang Ben (voice)), Hirofumi Nojima (Meng Tian (voice));https://image.tmdb.org/t/p/w185/2INsHYbx9gEhhzXPHdqBDdvHjFt.jpg, https://image.tmdb.org/t/p/w185/eT9eloyIaIkTvTqMmpcsAleP2hM.jpg, https://image.tmdb.org/t/p/w185/xHonhNFpTpz9zCVXLAF7D4OuHLv.jpg, https://image.tmdb.org/t/p/w185/mP3bj0s1gqJ6tCKFLhu4b1CkJj7.jpg, https://image.tmdb.org/t/p/w185/lUR5oN1LrqGgp25IOcI1qOH1Ud5.jpg, https://image.tmdb.org/t/p/w185/sKj8nGVxv4hci3xuZgiFYPZvaX5.jpg;;Basilisk: Los pergaminos ninja de Koga, Samurái de ojos azules, Berserk: La Edad de Oro - Memorial Edition, Sengoku Youko, Kekkon Yubiwa Monogatari;https://www.youtube.com/watch?v=Rx7K2K4BzUQ
Kinsou no Vermeil;Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu;Jikan (MyAnimeList);Alto Goldfield, un estudiante mago sin talento, hace un pacto con un poderoso demonio llamado Vermeil para superar sus limitaciones. Sin embargo, el pacto requiere que Vermeil absorba energía mágica del joven a través del contacto físico, complicando su relación en la escuela de magia.;https://cdn.myanimelist.net/images/anime/1561/125302l.jpg;Fantasy, Ecchi;6.79;12.0;https://myanimelist.net/anime/51213/Kinsou_no_Vermeil__Gakeppuchi_Majutsushi_wa_Saikyou_no_Yakusai_to_Mahou_Sekai_wo_Tsukisusumu;https://image.tmdb.org/t/p/original/a9Y9xwkrqE4vOK12qfZejZXgDjb.jpg;T1:12;Yuya Hirose (Alto Goldfield (voice)), Maaya Uchida (Vermeil (voice)), Wakana Kuramochi (Lilia Kudelfeyt (voice)), Yu Okano (Marcus Parston (voice)), Kaori Ishihara (Sharol Iridescence (voice)), Sakura Nakamura (Francois (voice));https://image.tmdb.org/t/p/w185/jRe7ICqrCsaEWVD8jAmJdc7XwnQ.jpg, https://image.tmdb.org/t/p/w185/lrcxZXkIgHU55dMs8C4DKkUohqJ.jpg, https://image.tmdb.org/t/p/w185/xQJa1LDearn5rf1TAOmVveuXzl.jpg, https://image.tmdb.org/t/p/w185/hjYWhH47fDiA81JxeMifeySa5mH.jpg, https://image.tmdb.org/t/p/w185/6L8Y52WSpky0iMMa0YYT67CaAQg.jpg, https://image.tmdb.org/t/p/w185/k38ACSJ2NJDcjWLLSQKJtaWGtiX.jpg;;Seikon no Qwaser, Shinmai Maou no Testament, To Love-Ru, Eiyuu Kyoushitsu, High School DxD;https://www.youtube.com/watch?v=RrwLUY99j2g
Kishuku Gakkou no Juliet;Kishuku Gakkou no Juliet;Jikan (MyAnimeList);En un internado donde los estudiantes se dividen en rivales declarados basados en las naciones de sus familias, Romio Inuzuka es el líder del grupo Touwa y está secretamente enamorado de Juliet Persia, la líder del grupo rival Westia. Los dos deciden salir en secreto a pesar de la hostilidad entre sus respectivos grupos.;https://cdn.myanimelist.net/images/anime/1908/93416l.jpg;Action, Comedy, Romance;7.45;12.0;https://myanimelist.net/anime/37475/Kishuku_Gakkou_no_Juliet;https://image.tmdb.org/t/p/original/4kyaYNQ847uHi8oW3WHnJ951ARQ.jpg;T1:12;Yuki Ono (Inuzuka (voice)), Ai Kayano (Persia (voice)), Ayane Sakura (Hasuki (voice)), Yu Shimamura (Char (voice)), Rina Hidaka (Kochou (voice)), Yui Ogura (Teria (voice));https://image.tmdb.org/t/p/w185/oEx13CbNLsHzURdYafkFJYXDjfm.jpg, https://image.tmdb.org/t/p/w185/l8ywp387rfdAS7mOExe3cEZnsk0.jpg, https://image.tmdb.org/t/p/w185/yPbTmntASE9psPIMhNGU5oo6vIH.jpg, https://image.tmdb.org/t/p/w185/lAtWSXzLZ5DHYoEd8hooTfzirU3.jpg, https://image.tmdb.org/t/p/w185/7JupZGvqcq4dRxiTKpPxzg8NUS4.jpg, https://image.tmdb.org/t/p/w185/vUuyLWde2CEd5G0oqeEzzFE6qqA.jpg;;Kawaii dake ja Nai Shikimori-san, Karakai Jouzu no Takagi-san, Peligros en mi corazón, La caja azul, Honey Lemon Soda;
PERFECT BLUE;Perfect Blue;TMDB;Tras años siendo una ídolo juvenil que forma parte del exitoso trío musical CHAM!, Mima Kirigoe decide abandonar el grupo para perseguir su sueño de convertirse en actriz. Alentada por su entorno, decide romper con su imagen de niña buena y acepta un papel en una serie policíaca subida de tono, lo que provoca la ira de muchos de sus fans. Pronto descubre que alguien está escribiendo un blog en internet en el que explica detalles íntimos sobre su vida y además su misterioso acosador pasa a la acción amenazando a sus seres queridos. Mientras los cadáveres comienzan a acumularse a su alrededor, la realidad y las alucinaciones se mezclan en un mundo terrorífico en el que no hay lugar para la inocencia y los sueños se convierten en pesadillas.;https://image.tmdb.org/t/p/original/kk8p22JheV6MB0fBXOOUgZK9UWQ.jpg;Animación, Suspense;8.308;1;https://www.themoviedb.org/movie/10494;https://image.tmdb.org/t/p/original/mHG7dpLb0ZScSY3LpP443IHRmjy.jpg;;岩男潤子 (Mima Kirigoe (voice)), 松本梨香 (Rumi (voice)), 新山志保 (Rei (voice)), Masaaki Okura (Mamoru Uchida (voice)), Shinpachi Tsuji (Tadokoro (voice)), Emiko Furukawa (Yukiko (voice));https://image.tmdb.org/t/p/w185/bKyMLT1MgDTnXafsq2ur32VMwY5.jpg, https://image.tmdb.org/t/p/w185/8kGjV2Ke6MVaR2UGtO9YpFkvuTu.jpg, https://image.tmdb.org/t/p/w185/pP8onCIEUgXMyEQIADMkAvQfMrk.jpg, https://image.tmdb.org/t/p/w185/lQmV0Nzww7i3cmbr2ToqGJ5q6qr.jpg, https://image.tmdb.org/t/p/w185/af5ILJbixauO84bsuLOr8XSU9yd.jpg, ;Director: 今敏;Urotsukidôji. La leyenda del señor del mal, Devilman Volumen 3: El apocalipsis de Devilman, Pasión obsesiva, Death Note Relight 2: Los sucesores de L, El jardín de los pecadores: …y nada en el corazón / Especulación de asesinato (Segunda parte);https://www.youtube.com/watch?v=RS3fB6KLz8A
